0,33.0,36.0,True
0,276.0,170.0,False
0,244.0,129.0,False
0,233.0,10.0,True
0,151.0,130.0,False
0,595.0,802.0,False
0,14885.0,82.0,True
1,67.0,206.0,True
0,348.0,314.0,True
0,185.0,87.0,True
0,16.0,14.0,True
0,173.0,11.0,True
0,239.0,185.0,True
0,60.0,5.0,True
0,1759.0,224.0,False
2,84.0,12.0,True
1,178.0,36.0,True
0,66.0,10.0,False
0,273.0,131.0,False
1,101.0,6.0,True
0,90.0,3.0,False
0,264.0,21.0,False
0,46.0,12.0,False
1,95.0,43.0,True
0,606029.0,114.0,True
0,564.0,326.0,False
0,104.0,32.0,False
1,14.0,1.0,False
1,279.0,96.0,False
0,331.0,51.0,True
0,331.0,51.0,True
1,1045.0,0.0,False
0,397956.0,41.0,False
0,270.0,100.0,False
0,924.0,25.0,False
0,175.0,0.0,True
1,268.0,4.0,True
2,332.0,543.0,False
2,455.0,204.0,False
1,269.0,116.0,False
0,403251.0,1.0,True
1,627.0,150.0,False
1,2955.0,8.0,False
1,258.0,56.0,True
1,346.0,15.0,False
1,741.0,152.0,False
1,396.0,175.0,True
1,104.0,4.0,False
1,162.0,40.0,False
1,158.0,0.0,True
1,581.0,472.0,False
1,711.0,13.0,False
1,329.0,6.0,True
1,,,False
1,761.0,9.0,False
1,,,True
1,573.0,59.0,False
1,,,True
0,85082.0,62.0,False
1,94.0,2.0,False
1,105.0,28.0,False
1,82.0,11.0,True
1,2506.0,47.0,False
1,555.0,45.0,False
0,678.0,136.0,False
1,,,False
1,,,False
1,172.0,115.0,True
1,240.0,16.0,False
0,677.0,186.0,True
0,148.0,74.0,True
1,472.0,151.0,False
0,145.0,115.0,False
0,710.0,53.0,True
0,439.0,4.0,True
0,531.0,47.0,True
1,374.0,203.0,True
0,271.0,309.0,True
0,318.0,254.0,True
0,17.0,27.0,False
1,144.0,123.0,True
0,676.0,52.0,False
0,1183.0,87.0,True
0,338.0,2.0,True
0,317.0,150.0,True
1,282098.0,20771.0,False
0,333.0,177.0,True
0,260.0,68.0,True
0,33.0,36.0,False
1,174.0,133.0,False
1,120.0,117.0,False
0,259.0,178.0,True
1,1.0,247.0,False
0,335.0,42.0,True
0,491.0,28.0,True
0,838.0,149.0,True
1,423.0,138.0,True
1,418.0,134.0,True
0,571.0,312.0,False
0,183.0,169.0,False
0,106.0,118.0,False
0,79.0,71.0,False
0,104.0,212.0,False
1,350.0,313.0,False
0,133.0,37.0,True
0,238.0,109.0,True
0,329.0,124.0,False
0,393.0,239.0,False
0,142.0,148.0,False
0,222.0,224.0,False
1,203.0,190.0,False
0,1073.0,165.0,False
1,189.0,4.0,False
1,197.0,36.0,False
0,808.0,101.0,False
0,1157.0,112.0,True
0,554.0,18.0,False
0,2623.0,4242.0,False
0,499.0,36.0,False
